fecha,codigo,concepto,debito,credito,saldo
04/08/2022,6,Perc. S/cred,"13.500,00",,"-15.199.081,25"
04/08/2022,6,Perc. S/cred,"9.451,97",,"-13.610.252,88"
04/08/2022,6,Perc. S/cred,"6.059,09",,"-12.590.952,71"
04/08/2022,6,Perc. S/cred,"6.059,09",,"-11.575.045,42"
04/08/2022,6,Perc. S/cred,"593,96",,"-11.469.992,93"
04/08/2022,6,Perc. S/cred,"10.163,07",,"-9.775.553,41"
03/08/2022,6,Perc. S/cred,"1,30",,"-9.765.390,34"
03/08/2022,6,Perc. S/cred,"0,27",,"-9.765.389,04"
03/08/2022,6,Perc. S/cred,"0,21",,"-9.765.388,77"
03/08/2022,6,Perc. S/cred,"0,04",,"-9.765.388,56"
03/08/2022,6,Perc. S/cred,"0,57",,"-9.765.388,52"
03/08/2022,6,Perc. S/cred,"0,12",,"-9.765.387,95"
03/08/2022,4,Comisiones,"35,00",,"-9.765.387,83"
03/08/2022,2,IVA 21%,"7,35",,"-9.765.352,83"
03/08/2022,4,Comisiones,"216,00",,"-9.765.345,48"
03/08/2022,2,IVA 21%,"45,36",,"-9.765.129,48"
03/08/2022,6,Perc. S/cred,"216,12",,"-9.801.104,62"
03/08/2022,6,Perc. S/cred,"3,89",,"-9.800.888,50"
03/08/2022,8,IIBB,"648,37",,"-9.800.884,61"
03/08/2022,4,Comisiones,"94,20",,"-10.800.236,24"
03/08/2022,2,IVA 21%,"19,78",,"-10.800.142,04"
03/08/2022,8,IIBB,"4.855,94",,"-16.769.896,60"
03/08/2022,6,Perc. S/cred,"1.618,65",,"-16.765.040,66"
03/08/2022,6,Perc. S/cred,"29,14",,"-16.763.422,01"
03/08/2022,6,Perc. S/cred,"0,25",,"-16.763.392,87"
03/08/2022,6,Perc. S/cred,"10.163,07",,"-15.069.547,06"
03/08/2022,6,Perc. S/cred,"12.000,00",,"-13.059.383,99"
03/08/2022,6,Perc. S/cred,"9.451,97",,"-11.472.055,62"
03/08/2022,6,Perc. S/cred,"1.172,61",,"-11.267.169,18"
03/08/2022,6,Perc. S/cred,"323,40",,"-11.212.096,57"
03/08/2022,6,Perc. S/cred,"1.505,76",,"-10.960.813,10"
02/08/2022,4,Comisiones,"35,00",,"-10.959.307,34"
02/08/2022,2,IVA 21%,"7,35",,"-10.959.272,34"
02/08/2022,8,IIBB,"4.680,00",,"-10.219.264,99"
02/08/2022,6,Perc. S/cred,"1.560,00",,"-10.214.584,99"
02/08/2022,6,Perc. S/cred,"28,08",,"-10.213.024,99"
02/08/2022,8,IIBB,"214.323,07",,"-22.119.833,87"
02/08/2022,6,Perc. S/cred,"71.441,02",,"-21.905.510,80"
02/08/2022,6,Perc. S/cred,"1.285,94",,"-21.834.069,78"
02/08/2022,8,IIBB,"18.000,00",,"-22.832.783,84"
02/08/2022,6,Perc. S/cred,"6.000,00",,"-22.814.783,84"
02/08/2022,6,Perc. S/cred,"108,00",,"-22.808.783,84"
02/08/2022,8,IIBB,"7.042,50",,"-23.199.925,57"
02/08/2022,6,Perc. S/cred,"35,99",,"-23.192.883,07"
02/08/2022,6,Perc. S/cred,"893,42",,"-23.043.943,25"
02/08/2022,6,Perc. S/cred,"2.299,75",,"-22.659.757,92"
02/08/2022,6,Perc. S/cred,"75,66",,"-22.644.847,67"
02/08/2022,6,Perc. S/cred,"370,43",,"-22.583.034,51"
02/08/2022,6,Perc. S/cred,"898,79",,"-22.432.864,93"
02/08/2022,6,Perc. S/cred,"234,09",,"-22.392.951,14"
02/08/2022,6,Perc. S/cred,"1.632,00",,"-22.120.717,05"
02/08/2022,6,Perc. S/cred,"864,43",,"-21.975.014,17"
02/08/2022,6,Perc. S/cred,"2.322,53",,"-21.587.060,74"
02/08/2022,6,Perc. S/cred,"1.196,63",,"-21.385.299,29"
02/08/2022,6,Perc. S/cred,"525,88",,"-21.296.455,51"
02/08/2022,6,Perc. S/cred,"985,78",,"-21.131.632,53"
02/08/2022,6,Perc. S/cred,"500,71",,"-21.047.195,20"
02/08/2022,6,Perc. S/cred,"4.841,75",,"-20.239.735,46"
02/08/2022,6,Perc. S/cred,"3.720,86",,"-19.614.750,31"
02/08/2022,6,Perc. S/cred,"3.510,48",,"-19.025.949,09"
02/08/2022,6,Perc. S/cred,"2.533,60",,"-18.600.171,41"
02/08/2022,6,Perc. S/cred,"900,00",,"-18.447.637,81"
02/08/2022,6,Perc. S/cred,"489,26",,"-18.365.193,99"
02/08/2022,6,Perc. S/cred,"10.163,07",,"-16.670.859,17"
02/08/2022,6,Perc. S/cred,"12.000,00",,"-14.660.696,10"
02/08/2022,6,Perc. S/cred,"9.451,97",,"-13.073.367,73"
02/08/2022,6,Perc. S/cred,"4.246,20",,"-12.356.215,41"
01/08/2022,6,Perc. S/cred,"1.709,96",,"-12.066.975,50"
01/08/2022,6,Perc. S/cred,"4.377,74",,"-11.335.642,56"
01/08/2022,6,Perc. S/cred,"3.502,81",,"-10.747.462,81"
01/08/2022,6,Perc. S/cred,"3.604,04",,"-10.143.286,42"
01/08/2022,6,Perc. S/cred,"3.820,03",,"-9.503.011,40"
01/08/2022,6,Perc. S/cred,"3.838,59",,"-8.859.426,99"
01/08/2022,6,Perc. S/cred,"3.932,07",,"-8.200.243,10"
01/08/2022,6,Perc. S/cred,"4.074,89",,"-7.517.163,33"
01/08/2022,6,Perc. S/cred,"4.411,19",,"-6.777.890,52"
01/08/2022,6,Perc. S/cred,"3.224,06",,"-6.236.135,38"
01/08/2022,6,Perc. S/cred,"4.789,04",,"-5.434.737,24"
01/08/2022,6,Perc. S/cred,"5.180,98",,"-4.566.451,72"
01/08/2022,6,Perc. S/cred,"5.663,72",,"-3.617.316,93"
01/08/2022,6,Perc. S/cred,"5.666,96",,"-2.667.159,33"
01/08/2022,6,Perc. S/cred,"8.914,76",,"-1.175.698,90"
01/08/2022,6,Perc. S/cred,"3.239,38",,"-626.887,19"
01/08/2022,6,Perc. S/cred,"3.195,44",,"-91.073,74"
01/08/2022,6,Perc. S/cred,"1.721,04",,"198.962,20"
01/08/2022,6,Perc. S/cred,"1.942,46",,"524.426,59"
01/08/2022,6,Perc. S/cred,"1.726,99",,"814.201,37"
01/08/2022,6,Perc. S/cred,"1.730,77",,"1.104.390,72"
01/08/2022,6,Perc. S/cred,"1.732,99",,"1.394.953,91"
01/08/2022,6,Perc. S/cred,"1.757,75",,"1.689.645,36"
01/08/2022,6,Perc. S/cred,"1.861,12",,"2.001.589,05"
01/08/2022,6,Perc. S/cred,"1.929,38",,"2.325.013,98"
01/08/2022,6,Perc. S/cred,"2.005,93",,"2.661.264,41"
01/08/2022,6,Perc. S/cred,"3.186,12",,"3.194.290,20"
01/08/2022,6,Perc. S/cred,"2.014,75",,"3.533.268,26"
01/08/2022,6,Perc. S/cred,"2.057,39",,"3.878.181,87"
01/08/2022,6,Perc. S/cred,"2.315,50",,"4.266.156,26"
01/08/2022,6,Perc. S/cred,"2.746,43",,"4.726.209,75"
01/08/2022,6,Perc. S/cred,"2.899,82",,"5.212.258,69"
01/08/2022,6,Perc. S/cred,"3.007,42",,"5.716.395,53"
01/08/2022,6,Perc. S/cred,"15.353,21",,"8.278.271,91"
01/08/2022,6,Perc. S/cred,"7.675,06",,"9.572.801,62"
01/08/2022,11,Cred.Compu,,"14.800.000,00","8.980.476,68"
01/08/2022,8,IIBB,"19.800,00",,"-8.916.523,32"
01/08/2022,6,Perc. S/cred,"6.600,00",,"-8.896.723,32"
01/08/2022,6,Perc. S/cred,"118,80",,"-8.890.123,32"
01/08/2022,8,IIBB,"20.700,00",,"-10.040.004,52"
01/08/2022,6,Perc. S/cred,"6.900,00",,"-10.019.304,52"
01/08/2022,6,Perc. S/cred,"124,20",,"-10.012.404,52"
01/08/2022,11,Cred.Compu,,"307.000,00","-10.012.280,32"
01/08/2022,8,IIBB,"13.500,00",,"-11.069.280,32"
01/08/2022,6,Perc. S/cred,"4.500,00",,"-11.055.780,32"
01/08/2022,6,Perc. S/cred,"81,00",,"-11.051.280,32"
01/08/2022,1,Intereses,,"2.349,59","-11.051.199,32"
01/08/2022,2,IVA 21%,,"246,71","-11.053.548,91"
01/08/2022,6,Perc. S/cred,"80,44",,"-11.040.389,62"
01/08/2022,6,Perc. S/cred,"1.089,01",,"-10.858.807,70"
01/08/2022,6,Perc. S/cred,"1.229,79",,"-10.652.753,58"
01/08/2022,6,Perc. S/cred,"1.220,95",,"-10.448.031,54"
01/08/2022,6,Perc. S/cred,"1.208,66",,"-10.245.366,81"
01/08/2022,6,Perc. S/cred,"1.204,35",,"-10.043.433,08"
01/08/2022,6,Perc. S/cred,"1.161,20",,"-9.848.696,11"
01/08/2022,6,Perc. S/cred,"1.156,08",,"-9.654.854,34"
01/08/2022,6,Perc. S/cred,"1.156,08",,"-9.461.017,69"
01/08/2022,6,Perc. S/cred,"1.146,68",,"-9.268.748,11"
01/08/2022,6,Perc. S/cred,"1.113,27",,"-9.082.056,50"
01/08/2022,6,Perc. S/cred,"1.087,82",,"-8.899.639,23"
01/08/2022,6,Perc. S/cred,"87,75",,"-8.883.926,41"
01/08/2022,6,Perc. S/cred,"1.055,12",,"-8.707.985,46"
01/08/2022,6,Perc. S/cred,"1.060,67",,"-8.530.152,79"
01/08/2022,6,Perc. S/cred,"1.046,93",,"-8.354.604,12"
01/08/2022,6,Perc. S/cred,"1.037,51",,"-8.180.639,58"
01/08/2022,6,Perc. S/cred,"1.032,05",,"-8.007.593,17"
01/08/2022,6,Perc. S/cred,"1.020,89",,"-7.836.412,12"
01/08/2022,6,Perc. S/cred,"1.017,74",,"-7.665.768,43"
01/08/2022,6,Perc. S/cred,"1.000,80",,"-7.497.950,69"
01/08/2022,6,Perc. S/cred,"1.261,44",,"-7.286.710,34"
01/08/2022,6,Perc. S/cred,"966,69",,"-7.124.333,90"
01/08/2022,6,Perc. S/cred,"1.282,11",,"-6.909.682,65"
01/08/2022,6,Perc. S/cred,"1.294,31",,"-6.692.681,50"
01/08/2022,6,Perc. S/cred,"1.296,35",,"-6.475.329,37"
01/08/2022,6,Perc. S/cred,"1.596,68",,"-6.207.920,47"
01/08/2022,6,Perc. S/cred,"1.564,51",,"-5.945.571,64"
01/08/2022,6,Perc. S/cred,"1.545,35",,"-5.686.449,17"
01/08/2022,6,Perc. S/cred,"1.539,17",,"-5.428.375,88"
01/08/2022,6,Perc. S/cred,"1.538,14",,"-5.170.480,61"
01/08/2022,6,Perc. S/cred,"1.486,60",,"-4.921.175,56"
01/08/2022,6,Perc. S/cred,"1.484,97",,"-4.672.194,06"
01/08/2022,6,Perc. S/cred,"1.452,59",,"-4.428.610,13"
01/08/2022,6,Perc. S/cred,"1.483,65",,"-4.179.882,06"
01/08/2022,6,Perc. S/cred,"1.450,66",,"-3.936.621,41"
01/08/2022,6,Perc. S/cred,"1.434,74",,"-3.696.047,38"
01/08/2022,6,Perc. S/cred,"1.432,84",,"-3.455.806,72"
01/08/2022,6,Perc. S/cred,"1.425,66",,"-3.216.763,48"
01/08/2022,6,Perc. S/cred,"1.418,49",,"-2.978.922,34"
01/08/2022,6,Perc. S/cred,"1.411,73",,"-2.742.215,75"
01/08/2022,6,Perc. S/cred,"1.402,13",,"-2.507.116,50"
01/08/2022,6,Perc. S/cred,"1.343,31",,"-2.281.829,28"
01/08/2022,6,Perc. S/cred,"1.310,48",,"-2.062.071,99"
01/08/2022,6,Perc. S/cred,"1.304,13",,"-1.843.406,49"
01/08/2022,6,Perc. S/cred,"964,03",,"-1.681.431,45"
01/08/2022,6,Perc. S/cred,"963,84",,"-1.519.827,42"
01/08/2022,6,Perc. S/cred,"952,09",,"-1.360.182,37"
01/08/2022,6,Perc. S/cred,"729,89",,"-1.237.582,29"
01/08/2022,6,Perc. S/cred,"685,61",,"-1.122.583,60"
01/08/2022,6,Perc. S/cred,"687,70",,"-1.007.282,05"
01/08/2022,6,Perc. S/cred,"639,09",,"-900.079,41"
01/08/2022,6,Perc. S/cred,"613,65",,"-797.166,15"
01/08/2022,6,Perc. S/cred,"606,91",,"-695.400,30"
01/08/2022,6,Perc. S/cred,"604,73",,"-594.005,21"
01/08/2022,6,Perc. S/cred,"563,05",,"-499.558,48"
01/08/2022,6,Perc. S/cred,"480,35",,"-418.936,60"
01/08/2022,6,Perc. S/cred,"478,80",,"-338.656,25"
01/08/2022,6,Perc. S/cred,"408,84",,"-270.037,45"
01/08/2022,6,Perc. S/cred,"388,21",,"-204.927,39"
01/08/2022,6,Perc. S/cred,"384,15",,"-140.514,18"
01/08/2022,6,Perc. S/cred,"369,00",,"-78.630,03"
01/08/2022,6,Perc. S/cred,"321,74",,"-24.637,03"
01/08/2022,6,Perc. S/cred,"274,80",,"21.484,21"
01/08/2022,6,Perc. S/cred,"262,48",,"65.505,62"
01/08/2022,6,Perc. S/cred,"261,95",,"109.426,60"
01/08/2022,6,Perc. S/cred,"122,42",,"130.091,26"
01/08/2022,6,Perc. S/cred,"104,42",,"147.617,43"
01/08/2022,6,Perc. S/cred,"695,48",,"263.634,85"
01/08/2022,6,Perc. S/cred,"746,10",,"388.679,58"
01/08/2022,6,Perc. S/cred,"948,98",,"547.589,28"
01/08/2022,6,Perc. S/cred,"775,34",,"677.761,01"
01/08/2022,6,Perc. S/cred,"924,61",,"832.638,32"
01/08/2022,6,Perc. S/cred,"919,58",,"986.826,18"
01/08/2022,6,Perc. S/cred,"900,46",,"1.137.822,95"
01/08/2022,6,Perc. S/cred,"884,80",,"1.286.189,41"
01/08/2022,6,Perc. S/cred,"884,80",,"1.434.540,21"
01/08/2022,6,Perc. S/cred,"884,80",,"1.582.891,01"
01/08/2022,6,Perc. S/cred,"884,80",,"1.731.241,81"
01/08/2022,6,Perc. S/cred,"884,80",,"1.879.592,61"
01/08/2022,6,Perc. S/cred,"879,14",,"2.027.001,41"
01/08/2022,6,Perc. S/cred,"853,70",,"2.170.163,87"
01/08/2022,6,Perc. S/cred,"852,60",,"2.313.117,38"
01/08/2022,6,Perc. S/cred,"838,73",,"2.453.757,98"
01/08/2022,6,Perc. S/cred,"805,39",,"2.588.828,71"
01/08/2022,6,Perc. S/cred,"804,36",,"2.723.694,10"
01/08/2022,6,Perc. S/cred,"804,36",,"2.858.558,46"
01/08/2022,6,Perc. S/cred,"804,36",,"2.993.422,82"
01/08/2022,6,Perc. S/cred,"804,36",,"3.128.287,18"
01/08/2022,6,Perc. S/cred,"780,23",,"3.259.129,54"
01/08/2022,6,Perc. S/cred,"777,13",,"3.389.431,35"
01/08/2022,6,Perc. S/cred,"1.684,87",,"3.671.020,77"
01/08/2022,8,IIBB,"126.000,00",,"-5.327.294,36"
01/08/2022,6,Perc. S/cred,"42.000,00",,"-5.201.294,36"
01/08/2022,6,Perc. S/cred,"756,00",,"-5.159.294,36"
01/08/2022,11,Cred.Compu,,"2.100.000,00","-5.158.538,36"
01/08/2022,11,Cred.Compu,,"2.900.000,00","-7.258.538,36"
01/08/2022,1,Intereses,"210.718,02",,"-10.158.538,36"
01/08/2022,1,Intereses,"36.535,73",,"-9.947.820,34"
01/08/2022,1,Intereses,"45.230,73",,"-9.911.284,61"
01/08/2022,2,IVA 21%,"22.125,39",,"-9.866.053,88"
01/08/2022,2,IVA 21%,"3.836,25",,"-9.843.928,49"
01/08/2022,2,IVA 21%,"4.749,23",,"-9.840.092,24"
01/08/2022,8,IIBB,"210,72",,"-9.830.955,74"
01/08/2022,8,IIBB,"36,54",,"-9.830.745,02"
01/08/2022,8,IIBB,"45,23",,"-9.830.708,48"
01/08/2022,6,Perc. S/cred,"1.264,31",,"-9.830.663,25"
01/08/2022,6,Perc. S/cred,"219,21",,"-9.829.398,94"
01/08/2022,6,Perc. S/cred,"271,38",,"-9.829.179,73"
01/08/2022,6,Perc. S/cred,"132,75",,"-9.828.908,35"
01/08/2022,6,Perc. S/cred,"23,02",,"-9.828.775,60"
01/08/2022,6,Perc. S/cred,"28,50",,"-9.828.752,58"
01/08/2022,6,Perc. S/cred,"18,96",,"-9.828.724,08"
01/08/2022,6,Perc. S/cred,"3,29",,"-9.828.705,12"
01/08/2022,6,Perc. S/cred,"4,07",,"-9.828.701,83"
01/08/2022,6,Perc. S/cred,"1,26",,"-9.828.697,76"
01/08/2022,6,Perc. S/cred,"0,22",,"-9.828.696,50"
01/08/2022,6,Perc. S/cred,"0,27",,"-9.828.696,28"
01/08/2022,10,Sellado,"5.997,73",,"-9.828.696,01"
01/08/2022,6,Perc. S/cred,"138,93",,"-9.799.543,75"
01/08/2022,6,Perc. S/cred,"45,00",,"-9.791.904,82"
01/08/2022,6,Perc. S/cred,"195,37",,"-9.759.298,58"
01/08/2022,6,Perc. S/cred,"203,65",,"-9.725.160,94"
01/08/2022,6,Perc. S/cred,"63,65",,"-9.714.348,95"
01/08/2022,6,Perc. S/cred,"851,60",,"-9.572.351,44"
01/08/2022,6,Perc. S/cred,"143,14",,"-9.547.642,63"
01/08/2022,6,Perc. S/cred,"893,01",,"-9.398.663,78"
01/08/2022,6,Perc. S/cred,"12.000,00",,"-7.397.770,77"
01/08/2022,6,Perc. S/cred,"9.866,87",,"-5.741.292,27"
01/08/2022,6,Perc. S/cred,"1.325,23",,"-5.510.553,80"
01/08/2022,6,Perc. S/cred,"593,96",,"-5.410.235,17"
01/08/2022,6,Perc. S/cred,"1.853,42",,"-5.100.738,40"
01/08/2022,6,Perc. S/cred,"3.510,48",,"-4.513.804,62"
01/08/2022,6,Perc. S/cred,"817,58",,"-4.374.031,01"
01/08/2022,6,Perc. S/cred,"6.059,09",,"-3.363.365,23"
01/08/2022,6,Perc. S/cred,"10.163,07",,"-1.663.460,58"
01/08/2022,6,Perc. S/cred,"9.000,00",,"-153.297,51"
